"","Transect_id","year","Analysis type","Basal_cm","Canopy_cm","Total_cm","Transect_cm","Code","Status","Full_name","RevBI","FS_BAND","TRT","PctC","Growth_form","Origin","Plant","fullname_old","code_old","fullname_new","code_new","RowNum"
"19","1has1",1998,"entire",2,0,2,5000,"shit","live","Animal feces","High","FS","Seeded",0,"L",NA,"n","animal feces","shit","animal feces","shit",46
"20","1has1",1998,"entire",0,4,4,5000,"cisp","dead","Cirsium spp.","High","FS","Seeded",0.08,"F",NA,"y","cirsium spp.","cisp","cirsium spp.","cisp",54
"21","1has1",1998,"entire",0,18,18,5000,"cisp","live","Cirsium spp.","High","FS","Seeded",0.36,"F",NA,"y","cirsium spp.","cisp","cirsium spp.","cisp",60
"22","1has1",2008,"entire",2265,0,2265,5010,"litt","live","Litter","High","FS","Seeded",0,"L",NA,"n","litter","litt","litter","litt",61
"23","1has1",2008,"entire",1676,0,1676,5010,"bare","live","Bare","High","FS","Seeded",0,"B",NA,"n","bare","bare","bare","bare",62
"24","1has1",2008,"entire",662,154,816,5010,"wood","live","Wood","High","FS","Seeded",3.07385229540918,"L",NA,"n","wood","wood","wood","wood",63
"25","1has1",2008,"entire",56,312,368,5010,"caxx","live","Carex spp.","High","FS","Seeded",6.22754491017964,"G",NA,"y","carex spp.","caxx","carex spp.","caxx",66
"26","1has1",2008,"entire",6,17,23,5010,"cixx","live","Cirsium sp.","High","FS","Seeded",0.339321357285429,"F",NA,"y","cirsium sp.","cixx","cirsium sp.","cixx",70
"27","1has1",2008,"entire",5,52,57,5010,"gras","live","Unidentified grass","High","FS","Seeded",1.03792415169661,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",71
"28","1has1",2008,"entire",2,6,8,5010,"gras","dead","Unidentified grass","High","FS","Seeded",0.119760479041916,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",72
"29","1has1",2008,"entire",2,23,25,5010,"gexx","live","Geranium species","High","FS","Seeded",0.459081836327345,"F",NA,"y","geranium species","gexx","geranium species","gexx",73
"30","1has1",2008,"entire",0,13,13,5010,"hier","live","Hieracium spp.","High","FS","Seeded",0.259481037924152,"F",NA,"y","hieracium spp.","hier","hieracium spp.","hier",77
"31","1has1",2008,"entire",0,3,3,5010,"forb","dead","Unidentified forb","High","FS","Seeded",0.0598802395209581,"F",NA,"y","unidentified forb","forb","unidentified forb","forb",78
"32","1has1",2008,"entire",0,9,9,5010,"oexx","live","Oenothera sp.","High","FS","Seeded",0.179640718562874,"F",NA,"y","oenothera sp.","oexx","oenothera sp.","oexx",86
"33","1has1",2013,"entire",2251,0,2251,5016,"bare","live","Bare","High","FS","Seeded",0,"F",NA,"n","bare","bare","bare","bare",87
"34","1has1",2013,"entire",1899,0,1899,5016,"pumc","live","Pumice soil","High","FS","Seeded",0,"B",NA,"n","pumice soil","pumc","pumice soil","pumc",88
"35","1has1",2013,"entire",643,88,731,5016,"litt","live","Litter","High","FS","Seeded",1.75438596491228,"L",NA,"n","litter","litt","litter","litt",89
"36","1has1",2013,"entire",73,3,76,5016,"wood","live","Wood","High","FS","Seeded",0.0598086124401914,"L",NA,"n","wood","wood","wood","wood",91
"37","1has1",2013,"entire",9,236,245,5016,"cixx","live","Cirsium sp.","High","FS","Seeded",4.70494417862839,"F",NA,"y","cirsium sp.","cixx","cirsium sp.","cixx",93
"38","1has1",2013,"entire",5,0,5,5016,"unkn","dead","Unknown plant","High","FS","Seeded",0,"F",NA,"y","unknown plant","unkn","unknown plant","unkn",95
"39","1has1",2013,"entire",0,46,46,5016,"cixx","dead","Cirsium sp.","High","FS","Seeded",0.917065390749601,"F",NA,"y","cirsium sp.","cixx","cirsium sp.","cixx",98
"40","1has1",2013,"entire",0,9,9,5016,"oexx","live","Oenothera sp.","High","FS","Seeded",0.179425837320574,"F",NA,"y","oenothera sp.","oexx","oenothera sp.","oexx",100
"41","1has1",2013,"entire",0,7,7,5016,"oexx","dead","Oenothera sp.","High","FS","Seeded",0.139553429027113,"F",NA,"y","oenothera sp.","oexx","oenothera sp.","oexx",106
"42","1has1",2016,"entire",2212,0,2212,5009,"pumc","live","Pumice soil","High","FS","Seeded",0,"B",NA,"n","pumice soil","pumc","pumice soil","pumc",108
"43","1has1",2016,"entire",1288,0,1288,5009,"bare","live","Bare","High","FS","Seeded",0,"F",NA,"n","bare","bare","bare","bare",109
"44","1has1",2016,"entire",631,117,748,5009,"litt","live","Litter","High","FS","Seeded",2.33579556797764,"L",NA,"n","litter","litt","litter","litt",111
"45","1has1",2016,"entire",95,366,461,5009,"gras","live","Unidentified grass","High","FS","Seeded",7.30684767418646,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",112
"46","1has1",2016,"entire",28,0,28,5009,"wood","live","Wood","High","FS","Seeded",0,"L",NA,"n","wood","wood","wood","wood",113
"47","1has1",2016,"entire",23,0,23,5009,"blit","live","dead, attached BRIN lvs on grnd over bare","High","FS","Seeded",0,"L",NA,"y","dead, attached brin lvs on grnd over bare","blit","dead, attached brin lvs on grnd over bare","blit",115
"48","1has1",2016,"entire",22,39,61,5009,"forb","dead","Unidentified forb","High","FS","Seeded",0.778598522659213,"F",NA,"y","unidentified forb","forb","unidentified forb","forb",116
"49","1has1",2016,"entire",14,369,383,5009,"subs","live","Unidentified subshrub","High","FS","Seeded",7.36673986823717,"U",NA,"y","unidentified subshrub","subs","unidentified subshrub","subs",117
"50","1has1",2016,"entire",12,485,497,5009,"forb","live","Unidentified forb","High","FS","Seeded",9.68257137153124,"F",NA,"y","unidentified forb","forb","unidentified forb","forb",118
"51","1has1",2016,"entire",10,0,10,5009,"unkn","dead","Unknown plant","High","FS","Seeded",0,"F",NA,"y","unknown plant","unkn","unknown plant","unkn",119
"52","1has1",2016,"entire",4,0,4,5009,"moss","live","Moss","High","FS","Seeded",0,"C",NA,"n","moss","moss","moss","moss",121
"53","1has1",2019,"entire",3050,0,3050,5010,"pumc","live","Pumice soil","High","FS","Seeded",0,"B",NA,"n","pumice soil","pumc","pumice soil","pumc",125
"54","1has1",2019,"entire",1173,128,1301,5010,"litt","live","Litter","High","FS","Seeded",2.55489021956088,"L",NA,"n","litter","litt","litter","litt",126
"55","1has1",2019,"entire",299,0,299,5010,"bare","live","Bare","High","FS","Seeded",0,"F",NA,"n","bare","bare","bare","bare",127
"56","1has1",2019,"entire",32,18,50,5010,"wood","live","Wood","High","FS","Seeded",0.359281437125749,"L",NA,"n","wood","wood","wood","wood",131
"57","1has1",2019,"entire",15,66,81,5010,"gras","live","Unidentified grass","High","FS","Seeded",1.31736526946108,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",133
"58","1has1",2019,"entire",7,0,7,5010,"moss","live","Moss","High","FS","Seeded",0,"C",NA,"n","moss","moss","moss","moss",135
"59","1has1",2019,"entire",2,0,2,5010,"forb","live","Unidentified forb","High","FS","Seeded",0,"F",NA,"y","unidentified forb","forb","unidentified forb","forb",139
"60","1has1",2019,"entire",0,14,14,5010,"erxx","live","Erigeron spp.","High","FS","Seeded",0.279441117764471,"F",NA,"y","erigeron spp.","erxx","erigeron spp.","erxx",144
"61","1has1",2019,"entire",0,2,2,5010,"oexx","live","Oenothera sp.","High","FS","Seeded",0.0399201596806387,"F",NA,"y","oenothera sp.","oexx","oenothera sp.","oexx",148
"62","1has2",1997,"entire",2530,0,2530,5000,"bare","live","Bare","High","FS","Unseeded",0,"B",NA,"n","bare","bare","bare","bare",150
"63","1has2",1997,"entire",1408,0,1408,5000,"rock","live","Rock","High","FS","Unseeded",0,"B",NA,"n","rock","rock","rock","rock",151
"64","1has2",1997,"entire",605,0,605,5000,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n","litter","litt","litter","litt",152
"65","1has2",1997,"entire",222,0,222,5000,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n","moss","moss","moss","moss",153
"66","1has2",1997,"entire",77,1364,1441,5000,"casp","live","Carex spp.","High","FS","Unseeded",27.28,"G",NA,"y","carex spp.","casp","carex spp.","casp",154
"67","1has2",1997,"entire",57,81,138,5000,"wood","live","Wood","High","FS","Unseeded",1.62,"L",NA,"n","wood","wood","wood","wood",155
"68","1has2",1997,"entire",31,0,31,5000,"tree","live","Unidentified tree","High","FS","Unseeded",0,"T",NA,"y","unidentified tree","tree","unidentified tree","tree",156
"69","1has2",1997,"entire",12,0,12,5000,"shit","live","Animal feces","High","FS","Unseeded",0,"L",NA,"n","animal feces","shit","animal feces","shit",159
"70","1has2",1997,"entire",9,0,9,5000,"root","dead","Root","High","FS","Unseeded",0,"T",NA,"n","root","root","root","root",161
"71","1has2",1997,"entire",0,23,23,5000,"gras2","live","Unidentified grass","High","FS","Unseeded",0.46,"G",NA,"y","unidentified grass","gras2","unidentified grass","gras2",164
"72","1has2",1997,"entire",0,149,149,5000,"agsp","live","Agropyron species","High","FS","Unseeded",2.98,"G",NA,"y","agropyron species","agsp","agropyron species","agsp",169
"73","1has2",1997,"entire",0,47,47,5000,"elsp","live","Elymus species","High","FS","Unseeded",0.94,"G",NA,"y","elymus species","elsp","elymus species","elsp",171
"74","1has2",1997,"entire",0,3,3,5000,"mush","live","Mushroom","High","FS","Unseeded",0.06,"M",NA,"n","mushroom","mush","mushroom","mush",173
"75","1has2",2008,"entire",4037,0,4037,5000,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n","litter","litt","litter","litt",175
"76","1has2",2008,"entire",249,0,249,5000,"bare","live","Bare","High","FS","Unseeded",0,"B",NA,"n","bare","bare","bare","bare",177
"77","1has2",2008,"entire",111,60,171,5000,"rock","live","Rock","High","FS","Unseeded",1.2,"B",NA,"n","rock","rock","rock","rock",178
"78","1has2",2008,"entire",68,553,621,5000,"wood","live","Wood","High","FS","Unseeded",11.06,"L",NA,"n","wood","wood","wood","wood",179
"79","1has2",2008,"entire",10,0,10,5000,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n","moss","moss","moss","moss",180
"80","1has2",2008,"entire",0,632,632,5000,"gras","live","Unidentified grass","High","FS","Unseeded",12.64,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",183
"81","1has2",2008,"entire",0,72,72,5000,"caxx","live","Carex spp.","High","FS","Unseeded",1.44,"G",NA,"y","carex spp.","caxx","carex spp.","caxx",187
"82","1has2",2013,"entire",2400,0,2400,5005,"bare","live","Bare","High","FS","Unseeded",0,"F",NA,"n","bare","bare","bare","bare",189
"83","1has2",2013,"entire",1655,82,1737,5005,"rock","live","Rock","High","FS","Unseeded",1.63836163836164,"B",NA,"n","rock","rock","rock","rock",190
"84","1has2",2013,"entire",753,0,753,5005,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n","litter","litt","litter","litt",191
"85","1has2",2013,"entire",23,151,174,5005,"wood","live","Wood","High","FS","Unseeded",3.01698301698302,"L",NA,"n","wood","wood","wood","wood",194
"86","1has2",2013,"entire",0,5,5,5005,"caxx","live","Carex spp.","High","FS","Unseeded",0.0999000999000999,"G",NA,"y","carex spp.","caxx","carex spp.","caxx",199
"87","1has2",2016,"entire",1549,0,1549,5002,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n","litter","litt","litter","litt",201
"88","1has2",2016,"entire",1477,243,1720,5002,"rock","live","Rock","High","FS","Unseeded",4.85805677728909,"B",NA,"n","rock","rock","rock","rock",202
"89","1has2",2016,"entire",665,0,665,5002,"bare","live","Bare","High","FS","Unseeded",0,"F",NA,"n","bare","bare","bare","bare",204
"90","1has2",2016,"entire",22,178,200,5002,"gras","live","Unidentified grass","High","FS","Unseeded",3.55857656937225,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",206
"91","1has2",2016,"entire",6,0,6,5002,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n","moss","moss","moss","moss",208
"92","1has2",2016,"entire",3,93,96,5002,"wood","live","Wood","High","FS","Unseeded",1.85925629748101,"L",NA,"n","wood","wood","wood","wood",209
"93","1has2",2016,"entire",0,11,11,5002,"forb","live","Unidentified forb","High","FS","Unseeded",0.219912035185926,"F",NA,"y","unidentified forb","forb","unidentified forb","forb",210
"94","1has2",2019,"entire",1962,0,1962,5000,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n","litter","litt","litter","litt",211
"95","1has2",2019,"entire",1645,0,1645,5000,"rock","live","Rock","High","FS","Unseeded",0,"B",NA,"n","rock","rock","rock","rock",212
"96","1has2",2019,"entire",217,0,217,5000,"bare","live","Bare","High","FS","Unseeded",0,"F",NA,"n","bare","bare","bare","bare",214
"97","1has2",2019,"entire",57,20,77,5000,"wood","live","Wood","High","FS","Unseeded",0.4,"L",NA,"n","wood","wood","wood","wood",216
"98","1has2",2019,"entire",11,76,87,5000,"agxx2","live","Agropyron sp.","High","FS","Unseeded",1.52,"G",NA,"y","agropyron sp.","agxx2","agropyron sp.","agxx2",218
"99","1has2",2019,"entire",3,0,3,5000,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n","moss","moss","moss","moss",219
"100","1has2",2019,"entire",2,159,161,5000,"care","live","Carex spp.","High","FS","Unseeded",3.18,"G",NA,"y","carex spp.","care","carex spp.","care",220
"101","1has2",2019,"entire",0,3,3,5000,"forb","live","Unidentified forb","High","FS","Unseeded",0.06,"F",NA,"y","unidentified forb","forb","unidentified forb","forb",223
"102","1has2",2019,"entire",0,4,4,5000,"gras","live","Unidentified grass","High","FS","Unseeded",0.08,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",225
"103","1hbs1",1997,"entire",2439,0,2439,5000,"bare","live","Bare","Mod","FS","Unseeded",0,"B",NA,"n","bare","bare","bare","bare",226
"104","1hbs1",1997,"entire",1992,0,1992,5000,"litt","live","Litter","Mod","FS","Unseeded",0,"L",NA,"n","litter","litt","litter","litt",227
"105","1hbs1",1997,"entire",291,0,291,5000,"moss","live","Moss","Mod","FS","Unseeded",0,"C",NA,"n","moss","moss","moss","moss",228
"106","1hbs1",1997,"entire",54,188,242,5000,"casp","live","Carex spp.","Mod","FS","Unseeded",3.76,"G",NA,"y","carex spp.","casp","carex spp.","casp",230
"107","1hbs1",1997,"entire",22,0,22,5000,"wood","live","Wood","Mod","FS","Unseeded",0,"L",NA,"n","wood","wood","wood","wood",231
"108","1hbs1",1997,"entire",1,40,41,5000,"gras2","live","Unidentified grass","Mod","FS","Unseeded",0.8,"G",NA,"y","unidentified grass","gras2","unidentified grass","gras2",236
"109","1hbs1",1997,"entire",1,0,1,5000,"rock","live","Rock","Mod","FS","Unseeded",0,"B",NA,"n","rock","rock","rock","rock",237
"110","1hbs1",1997,"entire",0,3,3,5000,"gras","dead","Unidentified grass","Mod","FS","Unseeded",0.06,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",246
"111","1hbs1",1998,"entire",2640,0,2640,5000,"litt","live","Litter","Mod","FS","Unseeded",0,"L",NA,"n","litter","litt","litter","litt",247
"112","1hbs1",1998,"entire",1814,0,1814,5000,"moss","live","Moss","Mod","FS","Unseeded",0,"C",NA,"n","moss","moss","moss","moss",248
"113","1hbs1",1998,"entire",201,0,201,5000,"bare","live","Bare","Mod","FS","Unseeded",0,"B",NA,"n","bare","bare","bare","bare",249
"114","1hbs1",1998,"entire",42,496,538,5000,"casp","live","Carex spp.","Mod","FS","Unseeded",9.92,"G",NA,"y","carex spp.","casp","carex spp.","casp",252
"115","1hbs1",1998,"entire",13,0,13,5000,"grav","live","Gravel","Mod","FS","Unseeded",0,"B",NA,"n","gravel","grav","gravel","grav",254
"116","1hbs1",1998,"entire",9,116,125,5000,"gras","live","Unidentified grass","Mod","FS","Unseeded",2.32,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",255
"117","1hbs1",1998,"entire",9,0,9,5000,"root","live","Root","Mod","FS","Unseeded",0,"T",NA,"n","root","root","root","root",256
"118","1hbs1",1998,"entire",4,2,6,5000,"wood","live","Wood","Mod","FS","Unseeded",0.04,"L",NA,"n","wood","wood","wood","wood",258
"119","1hbs1",1998,"entire",0,21,21,5000,"gras2","live","Unidentified grass","Mod","FS","Unseeded",0.42,"G",NA,"y","unidentified grass","gras2","unidentified grass","gras2",263
"120","1hbs1",2008,"entire",1922,0,1922,5008,"litt","live","Litter","Mod","FS","Unseeded",0,"L",NA,"n","litter","litt","litter","litt",266
"121","1hbs1",2008,"entire",293,0,293,5008,"moss","live","Moss","Mod","FS","Unseeded",0,"C",NA,"n","moss","moss","moss","moss",267
"122","1hbs1",2008,"entire",154,673,827,5008,"wood","live","Wood","Mod","FS","Unseeded",13.4384984025559,"L",NA,"n","wood","wood","wood","wood",268
"123","1hbs1",2008,"entire",0,732,732,5008,"caxx","live","Carex spp.","Mod","FS","Unseeded",14.6166134185304,"G",NA,"y","carex spp.","caxx","carex spp.","caxx",271
"124","1hbs1",2008,"entire",0,4,4,5008,"gras","live","Unidentified grass","Mod","FS","Unseeded",0.0798722044728434,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",273
"125","1hbs1",2008,"entire",0,408,408,5008,"elxx","live","Elymus sp.","Mod","FS","Unseeded",8.14696485623003,"G",NA,"y","elymus sp.","elxx","elymus sp.","elxx",275
"126","1hbs1",2013,"entire",3369,0,3369,5005,"bare","live","Bare","Mod","FS","Unseeded",0,"F",NA,"n","bare","bare","bare","bare",280
"127","1hbs1",2013,"entire",1157,26,1183,5005,"litt","live","Litter","Mod","FS","Unseeded",0.519480519480519,"L",NA,"n","litter","litt","litter","litt",281
"128","1hbs1",2013,"entire",45,0,45,5005,"pumc","live","Pumice soil","Mod","FS","Unseeded",0,"B",NA,"n","pumice soil","pumc","pumice soil","pumc",283
"129","1hbs1",2013,"entire",43,496,539,5005,"wood","live","Wood","Mod","FS","Unseeded",9.91008991008991,"L",NA,"n","wood","wood","wood","wood",284
"130","1hbs1",2013,"entire",11,0,11,5005,"rock","live","Rock","Mod","FS","Unseeded",0,"B",NA,"n","rock","rock","rock","rock",286
"131","1hbs1",2013,"entire",8,0,8,5005,"moss","live","Moss","Mod","FS","Unseeded",0,"C",NA,"n","moss","moss","moss","moss",288
"132","1hbs1",2013,"entire",7,0,7,5005,"root","dead","Root","Mod","FS","Unseeded",0,"T",NA,"n","root","root","root","root",289
"133","1hbs1",2013,"entire",6,116,122,5005,"caxx","live","Carex spp.","Mod","FS","Unseeded",2.31768231768232,"G",NA,"y","carex spp.","caxx","carex spp.","caxx",290
"134","1hbs1",2013,"entire",3,59,62,5005,"care","live","Carex spp.","Mod","FS","Unseeded",1.17882117882118,"G",NA,"y","carex spp.","care","carex spp.","care",292
"135","1hbs1",2016,"entire",1429,0,1429,5006,"litt","live","Litter","Mod","FS","Unseeded",0,"L",NA,"n","litter","litt","litter","litt",297
"136","1hbs1",2016,"entire",960,0,960,5006,"blit","live","dead, attached BRIN lvs on grnd over bare","Mod","FS","Unseeded",0,"L",NA,"y","dead, attached brin lvs on grnd over bare","blit","dead, attached brin lvs on grnd over bare","blit",299
"137","1hbs1",2016,"entire",668,0,668,5006,"moss","live","Moss","Mod","FS","Unseeded",0,"C",NA,"n","moss","moss","moss","moss",300
"138","1hbs1",2016,"entire",574,0,574,5006,"bare","live","Bare","Mod","FS","Unseeded",0,"F",NA,"n","bare","bare","bare","bare",301
"139","1hbs1",2016,"entire",19,0,19,5006,"pumc","live","Pumice soil","Mod","FS","Unseeded",0,"B",NA,"n","pumice soil","pumc","pumice soil","pumc",303
"140","1hbs1",2016,"entire",18,17,35,5006,"wood","live","Wood","Mod","FS","Unseeded",0.339592489013184,"L",NA,"n","wood","wood","wood","wood",304
"141","1hbs1",2016,"entire",17,188,205,5006,"caxx","live","Carex spp.","Mod","FS","Unseeded",3.75549340791051,"G",NA,"y","carex spp.","caxx","carex spp.","caxx",305
"142","1hbs1",2016,"entire",16,0,16,5006,"shit","live","Animal feces","Mod","FS","Unseeded",0,"L",NA,"n","animal feces","shit","animal feces","shit",306
"143","1hbs1",2016,"entire",12,140,152,5006,"gras","live","Unidentified grass","Mod","FS","Unseeded",2.7966440271674,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",307
"144","1hbs1",2016,"entire",9,25,34,5006,"forb","live","Unidentified forb","Mod","FS","Unseeded",0.499400719137036,"F",NA,"y","unidentified forb","forb","unidentified forb","forb",308
"145","1hbs1",2019,"entire",3305,2,3307,5000,"litt","live","Litter","Mod","FS","Unseeded",0.04,"L",NA,"n","litter","litt","litter","litt",311
"146","1hbs1",2019,"entire",240,0,240,5000,"bare","live","Bare","Mod","FS","Unseeded",0,"F",NA,"n","bare","bare","bare","bare",313
"147","1hbs1",2019,"entire",209,10,219,5000,"moss","live","Moss","Mod","FS","Unseeded",0.2,"C",NA,"n","moss","moss","moss","moss",314
"148","1hbs1",2019,"entire",133,244,377,5000,"wood","live","Wood","Mod","FS","Unseeded",4.88,"L",NA,"n","wood","wood","wood","wood",317
"149","1hbs1",2019,"entire",0,232,232,5000,"care","live","Carex spp.","Mod","FS","Unseeded",4.64,"G",NA,"y","carex spp.","care","carex spp.","care",329
"150","1hbs1",2019,"entire",0,5,5,5000,"erxx","live","Erigeron spp.","Mod","FS","Unseeded",0.1,"F",NA,"y","erigeron spp.","erxx","erigeron spp.","erxx",330
"151","1hbs2",1997,"entire",1995,0,1995,5000,"litt","live","Litter","High","FS","Seeded",0,"L",NA,"n","litter","litt","litter","litt",331
"152","1hbs2",1997,"entire",1221,3,1224,5000,"rock","live","Rock","High","FS","Seeded",0.06,"B",NA,"n","rock","rock","rock","rock",332
"153","1hbs2",1997,"entire",1010,0,1010,5000,"bare","live","Bare","High","FS","Seeded",0,"B",NA,"n","bare","bare","bare","bare",333
"154","1hbs2",1997,"entire",404,0,404,5000,"grav","live","Gravel","High","FS","Seeded",0,"B",NA,"n","gravel","grav","gravel","grav",334
"155","1hbs2",1997,"entire",199,0,199,5000,"moss","live","Moss","High","FS","Seeded",0,"C",NA,"n","moss","moss","moss","moss",335
"156","1hbs2",1997,"entire",27,0,27,5000,"shit","live","Animal feces","High","FS","Seeded",0,"L",NA,"n","animal feces","shit","animal feces","shit",338
"157","1hbs2",1997,"entire",19,53,72,5000,"wood","live","Wood","High","FS","Seeded",1.06,"L",NA,"n","wood","wood","wood","wood",339
"158","1hbs2",1997,"entire",11,314,325,5000,"casp","live","Carex spp.","High","FS","Seeded",6.28,"G",NA,"y","carex spp.","casp","carex spp.","casp",340
"159","1hbs2",1997,"entire",4,67,71,5000,"gras2","live","Unidentified grass","High","FS","Seeded",1.34,"G",NA,"y","unidentified grass","gras2","unidentified grass","gras2",342
"160","1hbs2",1997,"entire",0,22,22,5000,"agsp","live","Agropyron species","High","FS","Seeded",0.44,"G",NA,"y","agropyron species","agsp","agropyron species","agsp",353
"161","1hbs2",1997,"entire",0,1,1,5000,"mush","live","Mushroom","High","FS","Seeded",0.02,"M",NA,"n","mushroom","mush","mushroom","mush",354
"162","1hbs2",1997,"entire",0,1,1,5000,"gras","live","Unidentified grass","High","FS","Seeded",0.02,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",357
"163","1hbs2",1998,"entire",2882,0,2882,5000,"litt","live","Litter","High","FS","Seeded",0,"L",NA,"n","litter","litt","litter","litt",358
"164","1hbs2",1998,"entire",1104,10,1114,5000,"rock","live","Rock","High","FS","Seeded",0.2,"B",NA,"n","rock","rock","rock","rock",359
"165","1hbs2",1998,"entire",310,0,310,5000,"moss","live","Moss","High","FS","Seeded",0,"C",NA,"n","moss","moss","moss","moss",360
"166","1hbs2",1998,"entire",243,0,243,5000,"bare","live","Bare","High","FS","Seeded",0,"B",NA,"n","bare","bare","bare","bare",361
"167","1hbs2",1998,"entire",111,113,224,5000,"wood","live","Wood","High","FS","Seeded",2.26,"L",NA,"n","wood","wood","wood","wood",362
"168","1hbs2",1998,"entire",80,0,80,5000,"grav","live","Gravel","High","FS","Seeded",0,"B",NA,"n","gravel","grav","gravel","grav",364
"169","1hbs2",1998,"entire",42,249,291,5000,"casp","live","Carex spp.","High","FS","Seeded",4.98,"G",NA,"y","carex spp.","casp","carex spp.","casp",366
"170","1hbs2",1998,"entire",23,0,23,5000,"shit","live","Animal feces","High","FS","Seeded",0,"L",NA,"n","animal feces","shit","animal feces","shit",367
"171","1hbs2",1998,"entire",1,5,6,5000,"fung","live","Fungus","High","FS","Seeded",0.1,"M",NA,"n","fungus","fung","fungus","fung",374
"172","1hbs2",1998,"entire",1,41,42,5000,"gras","live","Unidentified grass","High","FS","Seeded",0.82,"G",NA,"y","unidentified grass","gras","unidentified grass","gras",375
"173","1hbs2",1998,"entire",0,29,29,5000,"forb","live","Unidentified forb","High","FS","Seeded",0.58,"F",NA,"y","unidentified forb","forb","unidentified forb","forb",377
"174","1hbs2",1998,"entire",0,6,6,5000,"gras2","live","Unidentified grass","High","FS","Seeded",0.12,"G",NA,"y","unidentified grass","gras2","unidentified grass","gras2",383
"175","1hbs2",2008,"entire",3992,0,3992,5000,"litt","live","Litter","High","FS","Seeded",0,"L",NA,"n","litter","litt","litter","litt",384
