"","Transect_id","year","Analysis type","Basal_cm","Canopy_cm","Total_cm","Transect_cm","Code","Status","Full_name","RevBI","FS_BAND","TRT","PctC","Growth_form","Origin","Plant","RowNum"
"31","1has1",1998,"entire",354,0,354,5000,"bare","live","Bare","High","FS","Seeded",0,"B",NA,"n",31
"32","1has1",1998,"entire",58,402,460,5000,"brca2","live","bromus carinatus","High","FS","Seeded",8.04,"G","native","y",32
"33","1has1",1998,"entire",44,356,400,5000,"casp","live","Carex spp.","High","FS","Seeded",7.12,"G",NA,"y",33
"34","1has1",1998,"entire",36,34,70,5000,"wood","live","Wood","High","FS","Seeded",0.68,"L",NA,"n",34
"35","1has1",1998,"entire",24,0,24,5000,"pipo","dead","Pinus ponderosa","High","FS","Seeded",0,"T","native","y",35
"36","1has1",1998,"entire",23,153,176,5000,"brin","live","Bromus inermis","High","FS","Seeded",3.06,"G","exotic","y",36
"37","1has1",1998,"entire",19,114,133,5000,"eltr","live","Elymus trachycaulum","High","FS","Seeded",2.28,"G","native","y",37
"38","1has1",1998,"entire",19,0,19,5000,"rock","live","Rock","High","FS","Seeded",0,"B",NA,"n",38
"39","1has1",1998,"entire",9,24,33,5000,"mumo","live","Muhlenbergia montana","High","FS","Seeded",0.48,"G","native","y",39
"40","1has1",1998,"entire",6,0,6,5000,"root","live","Root","High","FS","Seeded",0,"T",NA,"n",40
"41","1has1",1998,"entire",6,17,23,5000,"gras","live","Unidentified grass","High","FS","Seeded",0.34,"G",NA,"y",41
"42","1has1",1998,"entire",5,78,83,5000,"lomu","live","Lolium multiflorum","High","FS","Seeded",1.56,"G","exotic","y",42
"43","1has1",1998,"entire",4,45,49,5000,"oeho","live","Oenothera hookeri","High","FS","Seeded",0.9,"F","native","y",43
"44","1has1",1998,"entire",4,101,105,5000,"cefe","live","Ceanothus fendleri","High","FS","Seeded",2.02,"U","native","y",44
"45","1has1",1998,"entire",3,44,47,5000,"chgr","live","Chenopodium graveolens","High","FS","Seeded",0.88,"F","exotic","y",45
"46","1has1",1998,"entire",2,0,2,5000,"shit","live","Animal feces","High","FS","Seeded",0,"L",NA,"n",46
"47","1has1",1998,"entire",2,33,35,5000,"lomu","dead","Lolium multiflorum","High","FS","Seeded",0.66,"G","exotic","y",47
"48","1has1",1998,"entire",0,67,67,5000,"chfr","live","Chenopodium fremontii","High","FS","Seeded",1.34,"F","native","y",48
"49","1has1",1998,"entire",0,13,13,5000,"brca2","dead","bromus carinatus","High","FS","Seeded",0.26,"G","native","y",49
"50","1has1",1998,"entire",0,22,22,5000,"geca","live","Geranium caespitosum","High","FS","Seeded",0.44,"F","native","y",50
"51","1has1",1998,"entire",0,1,1,5000,"brca","live","Brickellia californica","High","FS","Seeded",0.02,"U","native","y",51
"52","1has1",1998,"entire",0,267,267,5000,"quga","live","Quercus gambellii","High","FS","Seeded",5.34,"S","native","y",52
"53","1has1",1998,"entire",0,39,39,5000,"limu","live","Lithospermum multiflorum","High","FS","Seeded",0.78,"F","native","y",53
"54","1has1",1998,"entire",0,4,4,5000,"cisp","dead","Cirsium spp.","High","FS","Seeded",0.08,"F",NA,"y",54
"55","1has1",1998,"entire",0,2,2,5000,"coca","live","Conyza canadensis","High","FS","Seeded",0.04,"F","native","y",55
"56","1has1",1998,"entire",0,1,1,5000,"lase","live","Lactuca serriola","High","FS","Seeded",0.02,"F","exotic","y",56
"57","1has1",1998,"entire",0,6,6,5000,"veth","live","Verbascum thapsus","High","FS","Seeded",0.12,"F","exotic","y",57
"58","1has1",1998,"entire",0,110,110,5000,"rone","live","Robinia neomexicana","High","FS","Seeded",2.2,"S","native","y",58
"59","1has1",1998,"entire",0,1,1,5000,"ipag","live","Ipomopsis aggregata","High","FS","Seeded",0.02,"F","native","y",59
"60","1has1",1998,"entire",0,18,18,5000,"cisp","live","Cirsium spp.","High","FS","Seeded",0.36,"F",NA,"y",60
"61","1has1",2008,"entire",2265,0,2265,5010,"litt","live","Litter","High","FS","Seeded",0,"L",NA,"n",61
"62","1has1",2008,"entire",1676,0,1676,5010,"bare","live","Bare","High","FS","Seeded",0,"B",NA,"n",62
"63","1has1",2008,"entire",662,154,816,5010,"wood","live","Wood","High","FS","Seeded",3.07385229540918,"L",NA,"n",63
"64","1has1",2008,"entire",147,865,1012,5010,"mumo","live","Muhlenbergia montana","High","FS","Seeded",17.2654690618762,"G","native","y",64
"65","1has1",2008,"entire",90,0,90,5010,"pipo","dead","Pinus ponderosa","High","FS","Seeded",0,"T","native","y",65
"66","1has1",2008,"entire",56,312,368,5010,"caxx","live","Carex spp.","High","FS","Seeded",6.22754491017964,"G",NA,"y",66
"67","1has1",2008,"entire",49,932,981,5010,"brin","live","Bromus inermis","High","FS","Seeded",18.6027944111776,"G","exotic","y",67
"68","1has1",2008,"entire",40,118,158,5010,"bltr","live","Blepharoneuron tricholepis","High","FS","Seeded",2.35528942115768,"L","native","y",68
"69","1has1",2008,"entire",10,83,93,5010,"bocu","live","Bouteloua curtipendula","High","FS","Seeded",1.65668662674651,"G","native","y",69
"70","1has1",2008,"entire",6,17,23,5010,"cixx","live","Cirsium sp.","High","FS","Seeded",0.339321357285429,"F",NA,"y",70
"71","1has1",2008,"entire",5,52,57,5010,"gras","live","Unidentified grass","High","FS","Seeded",1.03792415169661,"G",NA,"y",71
"72","1has1",2008,"entire",2,6,8,5010,"gras","dead","Unidentified grass","High","FS","Seeded",0.119760479041916,"G",NA,"y",72
"73","1has1",2008,"entire",2,23,25,5010,"gexx","live","Geranium species","High","FS","Seeded",0.459081836327345,"F",NA,"y",73
"74","1has1",2008,"entire",0,487,487,5010,"cefe","live","Ceanothus fendleri","High","FS","Seeded",9.72055888223553,"U","native","y",74
"75","1has1",2008,"entire",0,27,27,5010,"rone","live","Robinia neomexicana","High","FS","Seeded",0.538922155688623,"S","native","y",75
"76","1has1",2008,"entire",0,438,438,5010,"quga","live","Quercus gambellii","High","FS","Seeded",8.74251497005988,"S","native","y",76
"77","1has1",2008,"entire",0,13,13,5010,"hier","live","Hieracium spp.","High","FS","Seeded",0.259481037924152,"F",NA,"y",77
"78","1has1",2008,"entire",0,3,3,5010,"forb","dead","Unidentified forb","High","FS","Seeded",0.0598802395209581,"F",NA,"y",78
"79","1has1",2008,"entire",0,39,39,5010,"ipag","live","Ipomopsis aggregata","High","FS","Seeded",0.778443113772455,"F","native","y",79
"80","1has1",2008,"entire",0,52,52,5010,"ipag","dead","Ipomopsis aggregata","High","FS","Seeded",1.03792415169661,"F","native","y",80
"81","1has1",2008,"entire",0,46,46,5010,"elel","live","Elymus elymoides","High","FS","Seeded",0.918163672654691,"G","native","y",81
"82","1has1",2008,"entire",0,3,3,5010,"mela","live","Mentzelia laciniata","High","FS","Seeded",0.0598802395209581,"F","native","y",82
"83","1has1",2008,"entire",0,84,84,5010,"cefe","dead","Ceanothus fendleri","High","FS","Seeded",1.67664670658683,"U","native","y",83
"84","1has1",2008,"entire",0,5,5,5010,"badi","live","Bahia dissecta","High","FS","Seeded",0.0998003992015968,"F","native","y",84
"85","1has1",2008,"entire",0,8,8,5010,"arlu","live","Artemisia ludoviciana","High","FS","Seeded",0.159680638722555,"F","native","y",85
"86","1has1",2008,"entire",0,9,9,5010,"oexx","live","Oenothera sp.","High","FS","Seeded",0.179640718562874,"F",NA,"y",86
"87","1has1",2013,"entire",2251,0,2251,5016,"bare","live","Bare","High","FS","Seeded",0,"F",NA,"n",87
"88","1has1",2013,"entire",1899,0,1899,5016,"pumc","live","Pumice soil","High","FS","Seeded",0,"B",NA,"n",88
"89","1has1",2013,"entire",643,88,731,5016,"litt","live","Litter","High","FS","Seeded",1.75438596491228,"L",NA,"n",89
"90","1has1",2013,"entire",97,1018,1115,5016,"brin","live","Bromus inermis","High","FS","Seeded",20.2950558213716,"G","exotic","y",90
"91","1has1",2013,"entire",73,3,76,5016,"wood","live","Wood","High","FS","Seeded",0.0598086124401914,"L",NA,"n",91
"92","1has1",2013,"entire",31,122,153,5016,"mumo","live","Muhlenbergia montana","High","FS","Seeded",2.43221690590112,"G","native","y",92
"93","1has1",2013,"entire",9,236,245,5016,"cixx","live","Cirsium sp.","High","FS","Seeded",4.70494417862839,"F",NA,"y",93
"94","1has1",2013,"entire",8,402,410,5016,"quga","live","Quercus gambellii","High","FS","Seeded",8.01435406698565,"S","native","y",94
"95","1has1",2013,"entire",5,0,5,5016,"unkn","dead","Unknown plant","High","FS","Seeded",0,"F",NA,"y",95
"96","1has1",2013,"entire",0,100,100,5016,"geca","live","Geranium caespitosum","High","FS","Seeded",1.99362041467305,"F","native","y",96
"97","1has1",2013,"entire",0,55,55,5016,"rone","live","Robinia neomexicana","High","FS","Seeded",1.09649122807018,"S","native","y",97
"98","1has1",2013,"entire",0,46,46,5016,"cixx","dead","Cirsium sp.","High","FS","Seeded",0.917065390749601,"F",NA,"y",98
"99","1has1",2013,"entire",0,56,56,5016,"ipag","live","Ipomopsis aggregata","High","FS","Seeded",1.11642743221691,"F","native","y",99
"100","1has1",2013,"entire",0,9,9,5016,"oexx","live","Oenothera sp.","High","FS","Seeded",0.179425837320574,"F",NA,"y",100
"101","1has1",2013,"entire",0,15,15,5016,"euse","live","Euphorbia serpyllifolia","High","FS","Seeded",0.299043062200957,"F","native","y",101
"102","1has1",2013,"entire",0,416,416,5016,"cefe","live","Ceanothus fendleri","High","FS","Seeded",8.29346092503987,"U","native","y",102
"103","1has1",2013,"entire",0,33,33,5016,"badi","live","Bahia dissecta","High","FS","Seeded",0.657894736842105,"F","native","y",103
"104","1has1",2013,"entire",0,6,6,5016,"chfe","live","Cheilanthes feei","High","FS","Seeded",0.119617224880383,"0","native","y",104
"105","1has1",2013,"entire",0,4,4,5016,"arlu","live","Artemisia ludoviciana","High","FS","Seeded",0.0797448165869219,"F","native","y",105
"106","1has1",2013,"entire",0,7,7,5016,"oexx","dead","Oenothera sp.","High","FS","Seeded",0.139553429027113,"F",NA,"y",106
"107","1has1",2013,"entire",0,17,17,5016,"acmi","live","Achillea millefolium","High","FS","Seeded",0.338915470494418,"F","native","y",107
"108","1has1",2016,"entire",2212,0,2212,5009,"pumc","live","Pumice soil","High","FS","Seeded",0,"B",NA,"n",108
"109","1has1",2016,"entire",1288,0,1288,5009,"bare","live","Bare","High","FS","Seeded",0,"F",NA,"n",109
"110","1has1",2016,"entire",634,2284,2918,5009,"brin","live","Bromus inermis","High","FS","Seeded",45.5979237372729,"G","exotic","y",110
"111","1has1",2016,"entire",631,117,748,5009,"litt","live","Litter","High","FS","Seeded",2.33579556797764,"L",NA,"n",111
"112","1has1",2016,"entire",95,366,461,5009,"gras","live","Unidentified grass","High","FS","Seeded",7.30684767418646,"G",NA,"y",112
"113","1has1",2016,"entire",28,0,28,5009,"wood","live","Wood","High","FS","Seeded",0,"L",NA,"n",113
"114","1has1",2016,"entire",25,0,25,5009,"pipo","dead","Pinus ponderosa","High","FS","Seeded",0,"T","native","y",114
"115","1has1",2016,"entire",23,0,23,5009,"blit","live","dead, attached BRIN lvs on grnd over bare","High","FS","Seeded",0,"L",NA,"y",115
"116","1has1",2016,"entire",22,39,61,5009,"forb","dead","Unidentified forb","High","FS","Seeded",0.778598522659213,"F",NA,"y",116
"117","1has1",2016,"entire",14,369,383,5009,"subs","live","Unidentified subshrub","High","FS","Seeded",7.36673986823717,"U",NA,"y",117
"118","1has1",2016,"entire",12,485,497,5009,"forb","live","Unidentified forb","High","FS","Seeded",9.68257137153124,"F",NA,"y",118
"119","1has1",2016,"entire",10,0,10,5009,"unkn","dead","Unknown plant","High","FS","Seeded",0,"F",NA,"y",119
"120","1has1",2016,"entire",7,165,172,5009,"rone","live","Robinia neomexicana","High","FS","Seeded",3.29407067278898,"S","native","y",120
"121","1has1",2016,"entire",4,0,4,5009,"moss","live","Moss","High","FS","Seeded",0,"C",NA,"n",121
"122","1has1",2016,"entire",4,122,126,5009,"veth","live","Verbascum thapsus","High","FS","Seeded",2.43561589139549,"F","exotic","y",122
"123","1has1",2016,"entire",0,413,413,5009,"quga","live","Quercus gambellii","High","FS","Seeded",8.24515871431423,"S","native","y",123
"124","1has1",2016,"entire",0,4,4,5009,"lase","live","Lactuca serriola","High","FS","Seeded",0.0798562587342783,"F","exotic","y",124
"125","1has1",2019,"entire",3050,0,3050,5010,"pumc","live","Pumice soil","High","FS","Seeded",0,"B",NA,"n",125
"126","1has1",2019,"entire",1173,128,1301,5010,"litt","live","Litter","High","FS","Seeded",2.55489021956088,"L",NA,"n",126
"127","1has1",2019,"entire",299,0,299,5010,"bare","live","Bare","High","FS","Seeded",0,"F",NA,"n",127
"128","1has1",2019,"entire",257,1395,1652,5010,"brin","live","Bromus inermis","High","FS","Seeded",27.8443113772455,"G","exotic","y",128
"129","1has1",2019,"entire",77,510,587,5010,"mumo","live","Muhlenbergia montana","High","FS","Seeded",10.1796407185629,"G","native","y",129
"130","1has1",2019,"entire",43,223,266,5010,"badi","live","Bahia dissecta","High","FS","Seeded",4.45109780439122,"F","native","y",130
"131","1has1",2019,"entire",32,18,50,5010,"wood","live","Wood","High","FS","Seeded",0.359281437125749,"L",NA,"n",131
"132","1has1",2019,"entire",30,843,873,5010,"cefe","live","Ceanothus fendleri","High","FS","Seeded",16.8263473053892,"U","native","y",132
"133","1has1",2019,"entire",15,66,81,5010,"gras","live","Unidentified grass","High","FS","Seeded",1.31736526946108,"G",NA,"y",133
"134","1has1",2019,"entire",11,38,49,5010,"bocu","live","Bouteloua curtipendula","High","FS","Seeded",0.758483033932136,"G","native","y",134
"135","1has1",2019,"entire",7,0,7,5010,"moss","live","Moss","High","FS","Seeded",0,"C",NA,"n",135
"136","1has1",2019,"entire",5,23,28,5010,"ipag","live","Ipomopsis aggregata","High","FS","Seeded",0.459081836327345,"F","native","y",136
"137","1has1",2019,"entire",5,33,38,5010,"arlu","live","Artemisia ludoviciana","High","FS","Seeded",0.658682634730539,"F","native","y",137
"138","1has1",2019,"entire",2,462,464,5010,"quga","live","Quercus gambellii","High","FS","Seeded",9.22155688622754,"S","native","y",138
"139","1has1",2019,"entire",2,0,2,5010,"forb","live","Unidentified forb","High","FS","Seeded",0,"F",NA,"y",139
"140","1has1",2019,"entire",1,14,15,5010,"cine","live","Cirsium neomexicanum","High","FS","Seeded",0.279441117764471,"F",NA,"y",140
"141","1has1",2019,"entire",1,3,4,5010,"pamu","live","Packera multilobata -","High","FS","Seeded",0.0598802395209581,"F",NA,"y",141
"142","1has1",2019,"entire",0,128,128,5010,"rone","live","Robinia neomexicana","High","FS","Seeded",2.55489021956088,"S","native","y",142
"143","1has1",2019,"entire",0,7,7,5010,"vimu","live","Viguiera multiflora","High","FS","Seeded",0.139720558882236,"F","native","y",143
"144","1has1",2019,"entire",0,14,14,5010,"erxx","live","Erigeron spp.","High","FS","Seeded",0.279441117764471,"F",NA,"y",144
"145","1has1",2019,"entire",0,21,21,5010,"bltr","live","Blepharoneuron tricholepis","High","FS","Seeded",0.419161676646707,"L","native","y",145
"146","1has1",2019,"entire",0,7,7,5010,"ipag","dead","Ipomopsis aggregata","High","FS","Seeded",0.139720558882236,"F","native","y",146
"147","1has1",2019,"entire",0,16,16,5010,"geca","live","Geranium caespitosum","High","FS","Seeded",0.31936127744511,"F","native","y",147
"148","1has1",2019,"entire",0,2,2,5010,"oexx","live","Oenothera sp.","High","FS","Seeded",0.0399201596806387,"F",NA,"y",148
"149","1has1",2019,"entire",0,8,8,5010,"acmi","live","Achillea millefolium","High","FS","Seeded",0.159680638722555,"F","native","y",149
"150","1has2",1997,"entire",2530,0,2530,5000,"bare","live","Bare","High","FS","Unseeded",0,"B",NA,"n",150
"151","1has2",1997,"entire",1408,0,1408,5000,"rock","live","Rock","High","FS","Unseeded",0,"B",NA,"n",151
"152","1has2",1997,"entire",605,0,605,5000,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n",152
"153","1has2",1997,"entire",222,0,222,5000,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n",153
"154","1has2",1997,"entire",77,1364,1441,5000,"casp","live","Carex spp.","High","FS","Unseeded",27.28,"G",NA,"y",154
"155","1has2",1997,"entire",57,81,138,5000,"wood","live","Wood","High","FS","Unseeded",1.62,"L",NA,"n",155
"156","1has2",1997,"entire",31,0,31,5000,"tree","live","Unidentified tree","High","FS","Unseeded",0,"T",NA,"y",156
"157","1has2",1997,"entire",20,1651,1671,5000,"brca2","live","bromus carinatus","High","FS","Unseeded",33.02,"G","native","y",157
"158","1has2",1997,"entire",15,1166,1181,5000,"quga","live","Quercus gambellii","High","FS","Unseeded",23.32,"S","native","y",158
"159","1has2",1997,"entire",12,0,12,5000,"shit","live","Animal feces","High","FS","Unseeded",0,"L",NA,"n",159
"160","1has2",1997,"entire",10,720,730,5000,"eltr","live","Elymus trachycaulum","High","FS","Unseeded",14.4,"G","native","y",160
"161","1has2",1997,"entire",9,0,9,5000,"root","dead","Root","High","FS","Unseeded",0,"T",NA,"n",161
"162","1has2",1997,"entire",4,74,78,5000,"lomu","live","Lolium multiflorum","High","FS","Unseeded",1.48,"G","exotic","y",162
"163","1has2",1997,"entire",0,89,89,5000,"brin","live","Bromus inermis","High","FS","Unseeded",1.78,"G","exotic","y",163
"164","1has2",1997,"entire",0,23,23,5000,"gras2","live","Unidentified grass","High","FS","Unseeded",0.46,"G",NA,"y",164
"165","1has2",1997,"entire",0,617,617,5000,"chfr","live","Chenopodium fremontii","High","FS","Unseeded",12.34,"F","native","y",165
"166","1has2",1997,"entire",0,151,151,5000,"coau","live","Corydalis aurea","High","FS","Unseeded",3.02,"F","native","y",166
"167","1has2",1997,"entire",0,1,1,5000,"sihy","live","Sitanion hystrix","High","FS","Unseeded",0.02,"G","native","y",167
"168","1has2",1997,"entire",0,17,17,5000,"rone","live","Robinia neomexicana","High","FS","Unseeded",0.34,"S","native","y",168
"169","1has2",1997,"entire",0,149,149,5000,"agsp","live","Agropyron species","High","FS","Unseeded",2.98,"G",NA,"y",169
"170","1has2",1997,"entire",0,49,49,5000,"geca","live","Geranium caespitosum","High","FS","Unseeded",0.98,"F","native","y",170
"171","1has2",1997,"entire",0,47,47,5000,"elsp","live","Elymus species","High","FS","Unseeded",0.94,"G",NA,"y",171
"172","1has2",1997,"entire",0,22,22,5000,"chfr","dead","Chenopodium fremontii","High","FS","Unseeded",0.44,"F","native","y",172
"173","1has2",1997,"entire",0,3,3,5000,"mush","live","Mushroom","High","FS","Unseeded",0.06,"M",NA,"n",173
"174","1has2",1997,"entire",0,3,3,5000,"lope","live","Lolium perenne","High","FS","Unseeded",0.06,"G","exotic","y",174
"175","1has2",2008,"entire",4037,0,4037,5000,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n",175
"176","1has2",2008,"entire",523,2534,3057,5000,"brin","live","Bromus inermis","High","FS","Unseeded",50.68,"G","exotic","y",176
"177","1has2",2008,"entire",249,0,249,5000,"bare","live","Bare","High","FS","Unseeded",0,"B",NA,"n",177
"178","1has2",2008,"entire",111,60,171,5000,"rock","live","Rock","High","FS","Unseeded",1.2,"B",NA,"n",178
"179","1has2",2008,"entire",68,553,621,5000,"wood","live","Wood","High","FS","Unseeded",11.06,"L",NA,"n",179
"180","1has2",2008,"entire",10,0,10,5000,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n",180
"181","1has2",2008,"entire",2,1164,1166,5000,"rone","live","Robinia neomexicana","High","FS","Unseeded",23.28,"S","native","y",181
"182","1has2",2008,"entire",0,2425,2425,5000,"quga","live","Quercus gambellii","High","FS","Unseeded",48.5,"S","native","y",182
"183","1has2",2008,"entire",0,632,632,5000,"gras","live","Unidentified grass","High","FS","Unseeded",12.64,"G",NA,"y",183
"184","1has2",2008,"entire",0,82,82,5000,"mumo","live","Muhlenbergia montana","High","FS","Unseeded",1.64,"G","native","y",184
"185","1has2",2008,"entire",0,19,19,5000,"scsc","live","Schizachyrium scoparius","High","FS","Unseeded",0.38,"G","native","y",185
"186","1has2",2008,"entire",0,28,28,5000,"bocu","live","Bouteloua curtipendula","High","FS","Unseeded",0.56,"G","native","y",186
"187","1has2",2008,"entire",0,72,72,5000,"caxx","live","Carex spp.","High","FS","Unseeded",1.44,"G",NA,"y",187
"188","1has2",2008,"entire",0,25,25,5000,"acla","live","Achillea millefolium","High","FS","Unseeded",0.5,"F","native","y",188
"189","1has2",2013,"entire",2400,0,2400,5005,"bare","live","Bare","High","FS","Unseeded",0,"F",NA,"n",189
"190","1has2",2013,"entire",1655,82,1737,5005,"rock","live","Rock","High","FS","Unseeded",1.63836163836164,"B",NA,"n",190
"191","1has2",2013,"entire",753,0,753,5005,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n",191
"192","1has2",2013,"entire",135,1055,1190,5005,"brin","live","Bromus inermis","High","FS","Unseeded",21.0789210789211,"G","exotic","y",192
"193","1has2",2013,"entire",39,1245,1284,5005,"quga","live","Quercus gambellii","High","FS","Unseeded",24.8751248751249,"S","native","y",193
"194","1has2",2013,"entire",23,151,174,5005,"wood","live","Wood","High","FS","Unseeded",3.01698301698302,"L",NA,"n",194
"195","1has2",2013,"entire",0,747,747,5005,"rone","live","Robinia neomexicana","High","FS","Unseeded",14.9250749250749,"S","native","y",195
"196","1has2",2013,"entire",0,2,2,5005,"rowo","live","Rosa woodsii","High","FS","Unseeded",0.03996003996004,"T","native","y",196
"197","1has2",2013,"entire",0,7,7,5005,"chfr","live","Chenopodium fremontii","High","FS","Unseeded",0.13986013986014,"F","native","y",197
"198","1has2",2013,"entire",0,44,44,5005,"quga","dead","Quercus gambellii","High","FS","Unseeded",0.879120879120879,"S","native","y",198
"199","1has2",2013,"entire",0,5,5,5005,"caxx","live","Carex spp.","High","FS","Unseeded",0.0999000999000999,"G",NA,"y",199
"200","1has2",2013,"entire",0,55,55,5005,"agtr","live","Agropyron trachycaulum","High","FS","Unseeded",1.0989010989011,"G","native","y",200
"201","1has2",2016,"entire",1549,0,1549,5002,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n",201
"202","1has2",2016,"entire",1477,243,1720,5002,"rock","live","Rock","High","FS","Unseeded",4.85805677728909,"B",NA,"n",202
"203","1has2",2016,"entire",1229,2651,3880,5002,"brin","live","Bromus inermis","High","FS","Unseeded",52.9988004798081,"G","exotic","y",203
"204","1has2",2016,"entire",665,0,665,5002,"bare","live","Bare","High","FS","Unseeded",0,"F",NA,"n",204
"205","1has2",2016,"entire",34,901,935,5002,"rone","live","Robinia neomexicana","High","FS","Unseeded",18.0127948820472,"S","native","y",205
"206","1has2",2016,"entire",22,178,200,5002,"gras","live","Unidentified grass","High","FS","Unseeded",3.55857656937225,"G",NA,"y",206
"207","1has2",2016,"entire",17,1662,1679,5002,"quga","live","Quercus gambellii","High","FS","Unseeded",33.2267093162735,"S","native","y",207
"208","1has2",2016,"entire",6,0,6,5002,"moss","live","Moss","High","FS","Unseeded",0,"C",NA,"n",208
"209","1has2",2016,"entire",3,93,96,5002,"wood","live","Wood","High","FS","Unseeded",1.85925629748101,"L",NA,"n",209
"210","1has2",2016,"entire",0,11,11,5002,"forb","live","Unidentified forb","High","FS","Unseeded",0.219912035185926,"F",NA,"y",210
"211","1has2",2019,"entire",1962,0,1962,5000,"litt","live","Litter","High","FS","Unseeded",0,"L",NA,"n",211
"212","1has2",2019,"entire",1645,0,1645,5000,"rock","live","Rock","High","FS","Unseeded",0,"B",NA,"n",212
"213","1has2",2019,"entire",1028,2923,3951,5000,"brin","live","Bromus inermis","High","FS","Unseeded",58.46,"G","exotic","y",213
"214","1has2",2019,"entire",217,0,217,5000,"bare","live","Bare","High","FS","Unseeded",0,"F",NA,"n",214
"215","1has2",2019,"entire",60,1908,1968,5000,"quga","live","Quercus gambellii","High","FS","Unseeded",38.16,"S","native","y",215
"216","1has2",2019,"entire",57,20,77,5000,"wood","live","Wood","High","FS","Unseeded",0.4,"L",NA,"n",216
